"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022年10月14日","3.90","3.85","3.92","3.84","749.63M","2.31%"
"2022年10月13日","3.82","3.82","3.85","3.81","345.14M","-0.86%"
"2022年10月12日","3.85","3.79","3.85","3.72","731.51M","1.64%"
"2022年10月11日","3.79","3.79","3.80","3.77","491.38M","0.00%"
"2022年10月10日","3.79","3.87","3.87","3.78","684.11M","-2.04%"
"2022年9月30日","3.87","3.89","3.91","3.87","638.38M","-0.67%"
"2022年9月29日","3.89","3.92","3.94","3.87","506.08M","0.00%"
"2022年9月28日","3.89","3.93","3.94","3.89","530.08M","-1.42%"
"2022年9月27日","3.95","3.91","3.96","3.89","519.16M","1.28%"
"2022年9月26日","3.90","3.90","3.96","3.89","756.03M","-0.64%"
"2022年9月23日","3.92","3.93","3.95","3.89","520.25M","-0.20%"
"2022年9月22日","3.93","3.94","3.96","3.92","279.85M","-0.73%"
"2022年9月21日","3.96","3.98","3.99","3.94","363.49M","-0.75%"
"2022年9月20日","3.99","4.01","4.02","3.98","301.52M","0.00%"
"2022年9月19日","3.99","3.99","4.01","3.97","397.79M","-0.27%"
"2022年9月16日","4.00","4.08","4.09","4.00","725.78M","-2.20%"
"2022年9月15日","4.09","4.13","4.15","4.07","588.84M","-0.90%"
"2022年9月14日","4.13","4.13","4.16","4.11","429.91M","-1.10%"
"2022年9月13日","4.17","4.17","4.20","4.16","327.43M","0.34%"
"2022年9月9日","4.16","4.11","4.17","4.11","392.98M","1.41%"
"2022年9月8日","4.10","4.12","4.13","4.10","171.63M","-0.44%"
"2022年9月7日","4.12","4.10","4.13","4.09","183.57M","0.19%"
"2022年9月6日","4.11","4.09","4.12","4.07","264.10M","0.71%"
"2022年9月5日","4.08","4.07","4.08","4.04","215.86M","0.00%"
"2022年9月2日","4.08","4.11","4.12","4.06","263.74M","-0.56%"
"2022年9月1日","4.11","4.13","4.15","4.10","320.25M","-0.82%"
"2022年8月31日","4.14","4.12","4.18","4.11","555.28M","0.00%"
"2022年8月30日","4.14","4.15","4.16","4.11","232.10M","-0.22%"
"2022年8月29日","4.15","4.14","4.16","4.13","234.60M","-0.60%"
"2022年8月26日","4.18","4.18","4.20","4.17","226.86M","-0.14%"
"2022年8月25日","4.18","4.15","4.19","4.12","332.51M","0.87%"
"2022年8月24日","4.14","4.23","4.24","4.14","403.16M","-1.82%"
"2022年8月23日","4.22","4.23","4.25","4.20","275.88M","-0.33%"
"2022年8月22日","4.24","4.20","4.25","4.20","310.93M","0.64%"
"2022年8月19日","4.21","4.24","4.25","4.21","289.44M","-0.71%"
"2022年8月18日","4.24","4.27","4.27","4.23","199.97M","-0.87%"
"2022年8月17日","4.28","4.24","4.29","4.21","281.02M","0.97%"
"2022年8月16日","4.24","4.25","4.27","4.23","168.48M","-0.24%"
"2022年8月15日","4.24","4.24","4.29","4.24","232.82M","-0.24%"
"2022年8月12日","4.26","4.25","4.27","4.24","205.59M","0.00%"
"2022年8月11日","4.25","4.18","4.26","4.18","348.05M","2.11%"
"2022年8月10日","4.17","4.20","4.22","4.15","203.76M","-1.07%"
"2022年8月9日","4.21","4.20","4.22","4.19","241.82M","0.17%"
"2022年8月8日","4.20","4.20","4.22","4.19","157.28M","-0.33%"
"2022年8月5日","4.22","4.16","4.22","4.15","393.39M","1.57%"
"2022年8月4日","4.15","4.14","4.16","4.12","261.75M","0.75%"
"2022年8月3日","4.12","4.18","4.21","4.11","376.66M","-1.08%"
"2022年8月2日","4.17","4.21","4.21","4.13","543.97M","-1.68%"
"2022年8月1日","4.24","4.21","4.25","4.18","298.39M","0.43%"
"2022年7月29日","4.22","4.28","4.30","4.21","471.27M","-1.38%"
"2022年7月28日","4.28","4.29","4.33","4.28","369.58M","0.00%"
"2022年7月27日","4.28","4.29","4.30","4.27","257.18M","-0.56%"
"2022年7月26日","4.30","4.28","4.32","4.27","376.25M","0.68%"
"2022年7月25日","4.27","4.28","4.29","4.25","251.68M","-0.42%"
"2022年7月22日","4.29","4.30","4.34","4.26","314.77M","0.00%"
"2022年7月21日","4.29","4.32","4.34","4.28","310.49M","-1.04%"
"2022年7月20日","4.33","4.34","4.36","4.32","299.84M","0.28%"
"2022年7月19日","4.32","4.34","4.34","4.28","353.53M","-0.51%"
"2022年7月18日","4.34","4.31","4.36","4.27","389.12M","1.07%"
"2022年7月15日","4.30","4.35","4.40","4.29","737.31M","-1.49%"
"2022年7月14日","4.36","4.36","4.39","4.34","326.41M","0.00%"
"2022年7月13日","4.36","4.36","4.38","4.33","295.60M","0.16%"
"2022年7月12日","4.35","4.38","4.41","4.34","343.54M","-0.82%"
"2022年7月11日","4.39","4.45","4.45","4.37","452.21M","-1.70%"
"2022年7月8日","4.46","4.49","4.51","4.46","208.25M","0.00%"
"2022年7月7日","4.47","4.45","4.49","4.42","403.05M","0.36%"
"2022年7月6日","4.45","4.50","4.51","4.42","318.96M","-1.31%"
"2022年7月5日","4.51","4.53","4.57","4.46","392.12M","-0.22%"
"2022年7月4日","4.52","4.48","4.52","4.45","387.42M","0.62%"
"2022年7月1日","4.49","4.52","4.53","4.47","445.57M","-0.33%"
"2022年6月30日","4.51","4.45","4.55","4.45","568.05M","1.12%"
"2022年6月29日","4.46","4.50","4.53","4.44","544.84M","-1.22%"
"2022年6月28日","4.51","4.46","4.53","4.43","374.88M","1.17%"
"2022年6月27日","4.46","4.43","4.50","4.43","455.98M","1.09%"
"2022年6月24日","4.41","4.38","4.43","4.36","414.83M","1.10%"
"2022年6月23日","4.36","4.29","4.37","4.28","405.69M","1.75%"
"2022年6月22日","4.29","4.34","4.35","4.28","361.96M","-1.15%"
"2022年6月21日","4.34","4.34","4.38","4.30","422.40M","0.00%"
"2022年6月20日","4.34","4.33","4.39","4.31","732.43M","0.49%"
"2022年6月17日","4.32","4.24","4.34","4.24","715.65M","1.48%"
"2022年6月16日","4.26","4.30","4.32","4.25","507.51M","-0.63%"
"2022年6月15日","4.28","4.23","4.36","4.23","1.12B","1.16%"
"2022年6月14日","4.24","4.16","4.24","4.11","624.90M","0.95%"
"2022年6月13日","4.20","4.21","4.22","4.17","579.90M","-1.22%"
"2022年6月10日","4.25","4.16","4.26","4.16","648.07M","1.38%"
"2022年6月9日","4.19","4.22","4.23","4.17","291.61M","-0.80%"
"2022年6月8日","4.22","4.18","4.23","4.16","427.29M","1.00%"
"2022年6月7日","4.18","4.16","4.20","4.16","380.86M","0.14%"
"2022年6月6日","4.18","4.09","4.18","4.07","423.84M","2.00%"
"2022年6月2日","4.09","4.07","4.10","4.06","290.13M","0.27%"
"2022年6月1日","4.08","4.09","4.10","4.06","377.43M","-0.15%"
"2022年5月31日","4.09","4.03","4.10","4.02","452.26M","1.59%"
"2022年5月30日","4.03","4.02","4.04","4.01","450.53M","0.57%"
"2022年5月27日","4.00","4.02","4.06","3.98","553.30M","0.25%"
"2022年5月26日","3.99","3.98","4.02","3.93","481.61M","0.25%"
"2022年5月25日","3.98","3.96","3.98","3.95","457.68M","0.43%"
"2022年5月24日","3.96","4.05","4.05","3.96","415.66M","-2.03%"
"2022年5月23日","4.05","4.08","4.08","4.02","512.09M","-0.78%"
"2022年5月20日","4.08","4.02","4.08","4.01","600.46M","2.10%"
"2022年5月19日","3.99","3.95","4.00","3.94","324.96M","0.23%"
"2022年5月18日","3.99","4.01","4.02","3.96","264.02M","-0.35%"
"2022年5月17日","4.00","3.96","4.00","3.95","300.85M","1.24%"
"2022年5月16日","3.95","4.00","4.01","3.94","442.58M","-0.78%"
"2022年5月13日","3.98","3.99","4.00","3.95","279.97M","0.78%"
"2022年5月12日","3.95","3.95","3.98","3.93","307.11M","-0.50%"
"2022年5月11日","3.97","3.91","4.03","3.91","629.01M","1.40%"
"2022年5月10日","3.92","3.83","3.93","3.81","547.47M","1.16%"
"2022年5月9日","3.87","3.88","3.91","3.85","318.70M","-0.82%"
"2022年5月6日","3.90","3.92","3.94","3.90","520.67M","-2.42%"
"2022年5月5日","4.00","3.98","4.03","3.97","736.10M","-0.37%"
"2022年4月29日","4.01","3.93","4.02","3.89","763.12M","2.55%"
"2022年4月28日","3.91","3.87","3.93","3.87","1.07B","0.67%"
"2022年4月27日","3.89","3.77","3.89","3.76","1.37B","2.80%"
"2022年4月26日","3.78","3.82","3.87","3.77","1.54B","-0.79%"
"2022年4月25日","3.81","3.94","3.96","3.81","1.65B","-4.82%"
"2022年4月22日","4.01","3.96","4.04","3.95","617.38M","0.25%"
"2022年4月21日","4.00","4.05","4.08","3.97","792.51M","-1.67%"
"2022年4月20日","4.06","4.13","4.14","4.06","390.34M","-1.69%"
"2022年4月19日","4.13","4.16","4.19","4.11","314.00M","-0.65%"
"2022年4月18日","4.16","4.14","4.16","4.12","279.71M","-0.48%"
"2022年4月15日","4.18","4.16","4.21","4.15","532.24M","0.00%"
"2022年4月14日","4.18","4.18","4.21","4.15","573.69M","1.06%"
"2022年4月13日","4.14","4.15","4.19","4.14","387.26M","-0.77%"
"2022年4月12日","4.17","4.10","4.18","4.08","806.48M","1.71%"
"2022年4月11日","4.10","4.20","4.21","4.09","580.06M","-3.12%"
"2022年4月8日","4.23","4.21","4.24","4.18","320.27M","0.67%"
"2022年4月7日","4.20","4.24","4.27","4.20","278.40M","-1.22%"
"2022年4月6日","4.26","4.24","4.27","4.23","339.89M","-0.28%"
"2022年4月1日","4.27","4.19","4.29","4.18","375.25M","1.16%"
"2022年3月31日","4.22","4.24","4.24","4.21","424.28M","-0.68%"
"2022年3月30日","4.25","4.15","4.25","4.15","500.26M","2.98%"
"2022年3月29日","4.13","4.16","4.17","4.12","231.03M","-0.43%"
"2022年3月28日","4.14","4.13","4.17","4.08","415.59M","-0.60%"
"2022年3月25日","4.17","4.24","4.25","4.17","356.81M","-1.81%"
"2022年3月24日","4.25","4.25","4.27","4.21","220.64M","-0.63%"
"2022年3月23日","4.27","4.26","4.29","4.24","308.24M","0.59%"
"2022年3月22日","4.25","4.23","4.28","4.23","250.42M","0.00%"
"2022年3月21日","4.25","4.26","4.28","4.21","372.02M","-0.14%"
"2022年3月18日","4.26","4.21","4.28","4.19","403.02M","0.66%"
"2022年3月17日","4.23","4.22","4.29","4.20","1.15B","2.03%"
"2022年3月16日","4.15","4.03","4.17","3.94","1.33B","4.35%"
"2022年3月15日","3.97","4.14","4.16","3.97","1.04B","-4.77%"
"2022年3月14日","4.17","4.25","4.27","4.17","433.10M","-3.25%"
"2022年3月11日","4.31","4.23","4.32","4.18","397.34M","0.65%"
"2022年3月10日","4.28","4.30","4.33","4.28","552.85M","1.42%"
"2022年3月9日","4.22","4.27","4.29","4.07","786.75M","-0.94%"
"2022年3月8日","4.26","4.35","4.37","4.25","691.71M","-1.89%"
"2022年3月7日","4.35","4.46","4.46","4.33","583.11M","-3.29%"
"2022年3月4日","4.49","4.51","4.53","4.48","405.38M","-1.12%"
"2022年3月3日","4.55","4.59","4.60","4.53","200.69M","-0.63%"
"2022年3月2日","4.57","4.59","4.59","4.55","194.60M","-0.76%"
"2022年3月1日","4.61","4.59","4.62","4.57","326.16M","0.83%"
"2022年2月28日","4.57","4.56","4.57","4.52","269.32M","0.13%"
"2022年2月25日","4.57","4.55","4.61","4.55","384.47M","0.77%"
"2022年2月24日","4.53","4.59","4.60","4.49","591.24M","-1.84%"
"2022年2月23日","4.61","4.58","4.62","4.57","446.90M","1.05%"
"2022年2月22日","4.57","4.59","4.60","4.55","315.32M","-1.30%"
"2022年2月21日","4.63","4.64","4.64","4.61","324.20M","-0.37%"
"2022年2月18日","4.64","4.60","4.64","4.59","304.10M","0.52%"
"2022年2月17日","4.62","4.61","4.64","4.60","629.04M","0.22%"
"2022年2月16日","4.61","4.61","4.63","4.60","449.80M","0.46%"
"2022年2月15日","4.59","4.55","4.59","4.55","604.31M","0.92%"
"2022年2月14日","4.55","4.58","4.59","4.53","329.97M","-1.07%"
"2022年2月11日","4.60","4.61","4.66","4.59","461.74M","-0.78%"
"2022年2月10日","4.63","4.65","4.65","4.61","495.38M","-0.24%"
"2022年2月9日","4.64","4.61","4.65","4.59","458.94M","0.85%"
"2022年2月8日","4.60","4.63","4.63","4.51","448.14M","-0.48%"
"2022年2月7日","4.63","4.63","4.66","4.61","484.59M","1.58%"
"2022年1月28日","4.55","4.64","4.66","4.55","858.39M","-1.54%"
"2022年1月27日","4.63","4.69","4.70","4.62","607.62M","-1.72%"
"2022年1月26日","4.71","4.70","4.71","4.65","521.84M","0.56%"
"2022年1月25日","4.68","4.76","4.78","4.68","595.27M","-2.21%"
"2022年1月24日","4.79","4.76","4.80","4.75","460.57M","0.00%"
"2022年1月21日","4.78","4.81","4.82","4.76","781.44M","-0.71%"
"2022年1月20日","4.82","4.78","4.85","4.77","541.28M","0.79%"
"2022年1月19日","4.78","4.82","4.84","4.76","522.44M","-2.07%"
"2022年1月18日","4.88","4.83","4.90","4.82","624.17M","0.95%"
"2022年1月17日","4.84","4.80","4.85","4.80","498.35M","0.86%"
"2022年1月14日","4.79","4.82","4.84","4.79","410.03M","-0.91%"
"2022年1月13日","4.84","4.93","4.93","4.84","488.27M","-1.65%"
"2022年1月12日","4.92","4.88","4.93","4.88","511.33M","1.07%"
"2022年1月11日","4.87","4.91","4.92","4.86","412.22M","-0.92%"
"2022年1月10日","4.91","4.89","4.92","4.86","491.12M","0.27%"
"2022年1月7日","4.90","4.90","4.93","4.89","478.52M","0.25%"
"2022年1月6日","4.89","4.92","4.93","4.86","517.27M","-1.13%"
"2022年1月5日","4.94","4.98","4.99","4.93","464.07M","-0.94%"
"2022年1月4日","4.99","5.03","5.03","4.94","486.36M","-0.36%"
"2021年12月31日","5.01","5.01","5.03","4.99","351.42M","0.24%"
"2021年12月30日","5.00","4.96","5.02","4.95","474.50M","0.73%"
"2021年12月29日","4.96","5.03","5.03","4.96","403.87M","-1.33%"
"2021年12月28日","5.03","5.00","5.04","4.99","639.91M","0.52%"
"2021年12月27日","5.00","5.00","5.02","4.97","504.49M","0.00%"
"2021年12月24日","5.00","5.03","5.03","4.98","260.40M","-0.46%"
"2021年12月23日","5.02","4.99","5.03","4.98","302.30M","0.76%"
"2021年12月22日","4.98","4.99","5.00","4.97","666.05M","0.00%"
"2021年12月21日","4.98","4.95","4.99","4.95","517.13M","0.42%"
"2021年12月20日","4.96","5.02","5.05","4.95","851.83M","-1.49%"
"2021年12月17日","5.03","5.10","5.10","5.03","622.62M","-1.43%"
"2021年12月16日","5.11","5.08","5.11","5.07","377.30M","0.53%"
"2021年12月15日","5.08","5.12","5.14","5.07","203.58M","-0.90%"
"2021年12月14日","5.13","5.14","5.16","5.11","362.69M","-0.60%"
"2021年12月13日","5.16","5.17","5.23","5.15","429.03M","0.25%"
"2021年12月10日","5.14","5.14","5.15","5.12","396.13M","-0.29%"
"2021年12月9日","5.16","5.08","5.20","5.08","633.22M","1.66%"
"2021年12月8日","5.07","5.01","5.08","4.99","341.19M","1.44%"
"2021年12月7日","5.00","4.99","5.01","4.98","212.43M","0.56%"
"2021年12月6日","4.97","4.98","5.02","4.97","332.90M","-0.10%"
"2021年12月3日","4.98","4.93","4.98","4.93","219.63M","0.91%"
"2021年12月2日","4.93","4.92","4.95","4.90","161.04M","0.20%"
"2021年12月1日","4.92","4.91","4.93","4.91","211.63M","0.26%"
"2021年11月30日","4.91","4.93","4.95","4.89","183.68M","-0.37%"
"2021年11月29日","4.93","4.90","4.94","4.90","233.86M","-0.14%"
"2021年11月26日","4.94","4.97","4.97","4.93","204.64M","-0.84%"
"2021年11月25日","4.98","5.00","5.00","4.97","137.26M","-0.38%"
"2021年11月24日","5.00","4.99","5.02","4.97","178.60M","0.22%"
"2021年11月23日","4.99","4.98","5.00","4.97","317.27M","0.00%"
"2021年11月22日","4.98","4.97","4.99","4.97","353.65M","0.26%"
"2021年11月19日","4.97","4.91","4.98","4.91","275.92M","1.12%"
"2021年11月18日","4.91","4.95","4.95","4.90","360.60M","-0.89%"
"2021年11月17日","4.96","4.95","4.97","4.94","226.98M","0.00%"
"2021年11月16日","4.96","4.97","5.00","4.95","351.87M","0.00%"
"2021年11月15日","4.96","4.97","4.99","4.94","335.92M","-0.12%"
"2021年11月12日","4.97","4.98","4.99","4.95","272.91M","0.00%"
"2021年11月11日","4.97","4.88","4.97","4.88","352.36M","1.64%"
"2021年11月10日","4.89","4.91","4.91","4.83","489.43M","-0.51%"
"2021年11月9日","4.92","4.93","4.95","4.89","262.84M","0.00%"
"2021年11月8日","4.92","4.92","4.95","4.90","312.49M","0.00%"
"2021年11月5日","4.92","4.93","4.97","4.92","265.60M","-0.34%"
"2021年11月4日","4.94","4.91","4.95","4.91","284.42M","0.96%"
"2021年11月3日","4.89","4.91","4.94","4.88","340.64M","-0.41%"
"2021年11月2日","4.91","4.96","4.99","4.87","429.41M","-1.05%"
"2021年11月1日","4.97","4.96","4.99","4.94","195.00M","-0.32%"
"2021年10月29日","4.98","4.95","4.98","4.93","426.48M","0.65%"
"2021年10月28日","4.95","4.96","4.98","4.93","441.34M","-0.42%"
"2021年10月27日","4.97","5.02","5.02","4.96","278.10M","-1.31%"
"2021年10月26日","5.04","5.05","5.09","5.02","247.91M","-0.34%"
"2021年10月25日","5.05","5.02","5.06","5.01","265.38M","0.34%"
"2021年10月22日","5.04","5.01","5.07","5.01","334.60M","0.66%"
"2021年10月21日","5.00","4.98","5.03","4.96","224.09M","0.44%"
"2021年10月20日","4.98","5.00","5.02","4.97","156.70M","-0.28%"
"2021年10月19日","4.99","4.94","5.00","4.94","288.47M","0.95%"
"2021年10月18日","4.95","5.00","5.00","4.92","251.26M","-1.16%"
"2021年10月15日","5.01","4.98","5.02","4.96","217.97M","0.48%"
"2021年10月14日","4.98","5.00","5.03","4.97","199.81M","-0.54%"
"2021年10月13日","5.01","4.95","5.03","4.94","253.57M","1.13%"
"2021年10月12日","4.95","4.99","5.00","4.91","330.61M","-1.04%"
"2021年10月11日","5.01","5.01","5.06","5.00","260.32M","0.00%"
"2021年10月8日","5.01","4.98","5.01","4.97","244.62M","1.44%"
"2021年9月30日","4.93","4.92","4.95","4.92","312.96M","0.28%"
"2021年9月29日","4.92","4.92","4.95","4.88","592.26M","-0.67%"
"2021年9月28日","4.95","4.95","4.98","4.93","263.64M","-0.18%"
"2021年9月27日","4.96","4.95","5.00","4.92","359.89M","0.65%"
"2021年9月24日","4.93","4.93","4.97","4.92","464.77M","0.14%"
"2021年9月23日","4.92","4.92","4.95","4.91","286.97M","0.59%"
"2021年9月22日","4.89","4.86","4.91","4.85","491.63M","-0.67%"
"2021年9月17日","4.93","4.89","4.93","4.87","513.99M","0.80%"
"2021年9月16日","4.89","4.95","4.95","4.88","429.35M","-1.13%"
"2021年9月15日","4.95","4.99","4.99","4.92","270.74M","-1.06%"
"2021年9月14日","5.00","5.07","5.08","4.98","327.71M","-1.30%"
"2021年9月13日","5.06","5.09","5.11","5.03","320.02M","-0.53%"
"2021年9月10日","5.09","5.04","5.13","5.03","389.34M","0.97%"
"2021年9月9日","5.04","5.03","5.04","5.00","182.54M","0.00%"
"2021年9月8日","5.04","5.07","5.09","5.03","236.94M","-0.41%"
"2021年9月7日","5.07","5.00","5.09","4.99","457.50M","1.26%"
"2021年9月6日","5.00","4.92","5.02","4.91","494.54M","1.71%"
"2021年9月3日","4.92","4.95","4.97","4.91","348.37M","-0.55%"
"2021年9月2日","4.95","4.96","4.97","4.92","224.00M","0.00%"
"2021年9月1日","4.95","4.88","4.99","4.84","386.52M","1.43%"
"2021年8月31日","4.88","4.88","4.90","4.81","245.03M","0.00%"
"2021年8月30日","4.88","4.91","4.92","4.86","215.53M","-0.37%"
"2021年8月27日","4.90","4.88","4.94","4.88","232.24M","0.27%"
"2021年8月26日","4.89","4.97","4.97","4.87","194.84M","-1.71%"
"2021年8月25日","4.97","4.97","4.97","4.94","207.66M","0.28%"
"2021年8月24日","4.96","4.91","4.98","4.91","317.71M","1.06%"
"2021年8月23日","4.91","4.84","4.91","4.84","352.96M","1.49%"
"2021年8月20日","4.83","4.91","4.91","4.79","418.44M","-1.83%"
"2021年8月19日","4.92","4.94","4.96","4.90","240.31M","-0.69%"
"2021年8月18日","4.96","4.90","4.99","4.89","384.77M","1.08%"
"2021年8月17日","4.90","5.01","5.04","4.89","352.30M","-2.23%"
"2021年8月16日","5.02","5.01","5.04","5.00","186.20M","0.00%"
"2021年8月13日","5.02","5.03","5.07","4.99","202.57M","-0.54%"
"2021年8月12日","5.05","5.06","5.08","5.04","133.97M","-0.63%"
"2021年8月11日","5.08","5.10","5.12","5.07","239.13M","-0.53%"
"2021年8月10日","5.11","5.04","5.11","5.00","324.12M","1.13%"
"2021年8月9日","5.05","4.97","5.07","4.95","229.09M","1.10%"
"2021年8月6日","4.99","5.00","5.01","4.96","112.70M","-0.32%"
"2021年8月5日","5.01","5.00","5.06","4.98","209.87M","-0.60%"
"2021年8月4日","5.04","4.98","5.04","4.98","248.65M","0.88%"
"2021年8月3日","4.99","4.97","5.02","4.95","233.01M","0.00%"
"2021年8月2日","4.99","4.86","5.00","4.82","375.20M","2.48%"
"2021年7月30日","4.87","4.88","4.88","4.82","225.87M","-0.69%"
"2021年7月29日","4.91","4.90","4.92","4.86","640.21M","1.81%"
"2021年7月28日","4.82","4.80","4.84","4.74","913.35M","0.21%"
"2021年7月27日","4.81","4.98","5.00","4.80","807.21M","-3.47%"
"2021年7月26日","4.98","5.14","5.14","4.92","915.27M","-3.39%"
"2021年7月23日","5.16","5.21","5.21","5.14","268.14M","-1.00%"
"2021年7月22日","5.21","5.20","5.23","5.20","269.68M","0.10%"
"2021年7月21日","5.20","5.18","5.22","5.17","578.43M","0.76%"
"2021年7月20日","5.16","5.14","5.18","5.13","306.68M","-0.25%"
"2021年7月19日","5.18","5.15","5.19","5.11","332.05M","0.43%"
"2021年7月16日","5.16","5.20","5.20","5.15","370.24M","-0.98%"
"2021年7月15日","5.21","5.13","5.21","5.12","355.29M","1.32%"
"2021年7月14日","5.14","5.19","5.19","5.13","382.47M","-1.10%"
"2021年7月13日","5.20","5.18","5.21","5.17","346.44M","0.31%"
"2021年7月12日","5.18","5.15","5.21","5.12","596.69M","1.33%"
"2021年7月9日","5.11","5.12","5.13","5.06","426.23M","-0.47%"
"2021年7月8日","5.14","5.19","5.20","5.12","328.04M","-0.85%"
"2021年7月7日","5.18","5.11","5.20","5.10","349.47M","1.03%"
"2021年7月6日","5.13","5.12","5.13","5.07","381.69M","0.14%"
"2021年7月5日","5.12","5.11","5.13","5.09","257.57M","0.14%"
"2021年7月2日","5.11","5.22","5.22","5.11","442.24M","-2.68%"
"2021年7月1日","5.25","5.27","5.28","5.22","564.37M","0.00%"
"2021年6月30日","5.26","5.23","5.27","5.22","371.17M","0.59%"
"2021年6月29日","5.22","5.28","5.28","5.22","290.19M","-1.02%"
"2021年6月28日","5.28","5.28","5.29","5.26","445.50M","0.17%"
"2021年6月25日","5.27","5.19","5.29","5.19","619.26M","1.56%"
"2021年6月24日","5.19","5.18","5.19","5.16","217.51M","0.25%"
"2021年6月23日","5.18","5.15","5.20","5.14","586.47M","0.60%"
"2021年6月22日","5.14","5.14","5.15","5.11","678.31M","0.51%"
"2021年6月21日","5.12","5.11","5.16","5.09","449.26M","-0.14%"
"2021年6月18日","5.13","5.12","5.16","5.09","523.77M","0.10%"
"2021年6月17日","5.12","5.10","5.14","5.10","342.21M","0.22%"
"2021年6月16日","5.11","5.18","5.18","5.09","557.30M","-1.37%"
"2021年6月15日","5.18","5.24","5.25","5.15","431.24M","-1.13%"
"2021年6月11日","5.24","5.29","5.31","5.24","337.56M","-0.93%"
"2021年6月10日","5.29","5.25","5.32","5.25","404.11M","0.65%"
"2021年6月9日","5.26","5.23","5.27","5.23","259.51M","0.15%"
"2021年6月8日","5.25","5.29","5.34","5.21","454.20M","-0.79%"
"2021年6月7日","5.29","5.30","5.30","5.25","265.28M","-0.11%"
"2021年6月4日","5.30","5.25","5.35","5.23","558.12M","0.63%"
"2021年6月3日","5.26","5.30","5.32","5.26","443.28M","-0.77%"
"2021年6月2日","5.30","5.35","5.36","5.28","577.61M","-0.80%"
"2021年6月1日","5.35","5.33","5.35","5.27","454.42M","0.15%"
"2021年5月31日","5.34","5.33","5.34","5.29","328.60M","0.11%"
"2021年5月28日","5.33","5.35","5.37","5.30","345.62M","-0.28%"
"2021年5月27日","5.35","5.32","5.39","5.30","530.75M","0.36%"
"2021年5月26日","5.33","5.33","5.35","5.32","486.86M","0.00%"
"2021年5月25日","5.33","5.16","5.34","5.16","1.54B","3.18%"
"2021年5月24日","5.16","5.14","5.16","5.10","349.61M","0.55%"
"2021年5月21日","5.14","5.20","5.23","5.12","541.06M","-1.06%"
"2021年5月20日","5.19","5.17","5.21","5.15","270.14M","0.27%"
"2021年5月19日","5.18","5.18","5.20","5.15","393.36M","-0.27%"
"2021年5月18日","5.19","5.20","5.21","5.17","283.46M","0.00%"
"2021年5月17日","5.19","5.12","5.22","5.12","667.26M","1.19%"
"2021年5月14日","5.13","5.02","5.13","4.99","848.96M","2.52%"
"2021年5月13日","5.00","5.02","5.03","4.98","472.54M","-1.09%"
"2021年5月12日","5.06","5.01","5.06","5.00","253.97M","0.62%"
"2021年5月11日","5.03","4.97","5.04","4.93","397.93M","0.52%"
"2021年5月10日","5.00","5.00","5.03","4.95","369.20M","0.00%"
"2021年5月7日","5.00","5.07","5.10","5.00","338.29M","-1.21%"
"2021年5月6日","5.06","5.11","5.14","5.03","407.58M","-1.31%"
"2021年4月30日","5.13","5.16","5.17","5.09","404.24M","-0.87%"
"2021年4月29日","5.17","5.13","5.18","5.12","380.98M","0.90%"
"2021年4月28日","5.13","5.07","5.13","5.06","301.25M","0.75%"
"2021年4月27日","5.09","5.08","5.10","5.05","317.79M","0.26%"
"2021年4月26日","5.08","5.15","5.19","5.07","538.06M","-1.25%"
"2021年4月23日","5.14","5.08","5.15","5.08","322.99M","1.00%"
"2021年4月22日","5.09","5.10","5.12","5.07","448.40M","0.00%"
"2021年4月21日","5.09","5.05","5.11","5.05","414.32M","0.24%"
"2021年4月20日","5.08","5.07","5.12","5.06","369.85M","-0.16%"
"2021年4月19日","5.09","4.96","5.10","4.94","567.37M","2.54%"
"2021年4月16日","4.96","4.96","4.97","4.92","499.89M","0.32%"
"2021年4月15日","4.95","4.96","4.97","4.89","493.54M","-0.56%"
"2021年4月14日","4.97","4.95","4.99","4.94","527.18M","0.57%"
"2021年4月13日","4.95","4.95","4.99","4.93","453.54M","-0.14%"
"2021年4月12日","4.95","5.03","5.05","4.94","663.94M","-1.67%"
"2021年4月9日","5.04","5.09","5.09","5.03","222.33M","-1.39%"
"2021年4月8日","5.11","5.08","5.13","5.06","140.76M","0.22%"
"2021年4月7日","5.10","5.14","5.14","5.07","175.22M","-0.68%"
"2021年4月6日","5.13","5.17","5.18","5.12","234.64M","-0.54%"
"2021年4月2日","5.16","5.13","5.17","5.11","280.33M","0.96%"
"2021年4月1日","5.11","5.06","5.12","5.05","323.00M","1.23%"
"2021年3月31日","5.05","5.08","5.08","5.01","230.81M","-0.73%"
"2021年3月30日","5.09","5.04","5.10","5.03","268.28M","0.87%"
"2021年3月29日","5.04","5.05","5.08","5.01","639.26M","0.20%"
"2021年3月26日","5.03","4.95","5.06","4.95","556.53M","2.11%"
"2021年3月25日","4.93","4.91","4.95","4.89","284.91M","0.00%"
"2021年3月24日","4.93","4.99","5.03","4.91","755.05M","-1.52%"
"2021年3月23日","5.01","5.05","5.06","4.97","491.64M","-0.89%"
"2021年3月22日","5.05","4.99","5.07","4.99","423.49M","1.14%"
"2021年3月19日","5.00","5.07","5.09","4.98","492.20M","-2.71%"
"2021年3月18日","5.14","5.11","5.16","5.11","319.61M","0.78%"
"2021年3月17日","5.10","5.06","5.12","5.01","306.29M","0.45%"
